State,City,Season,Crop,Area,avgTemp,Cloud Cover,Precipitation,vapPressure,Rainfall,Wet Day Freq,Production,pH,Soil Type,Water_Availability,AVG_Price
Gujarat,Ahmedabad,Whole Year,Potato,5683.4219,28.3795,30.14291667,192.158,16.01316667,200.5,16.5149,500000,7.03,Loamy,Medium,996
Gujarat,Ahmedabad,Whole Year,Pulses total,17297.371,28.3795,30.14291667,192.158,16.01316667,200.5,16.5149,480,6.21,Red,Medium,5500
Gujarat,Ahmedabad,Whole Year,Rice,186070.2909,28.3795,30.14291667,192.158,16.01316667,200.5,16.5149,1145000,7.07,Black,High,1065
Gujarat,Ahmedabad,Whole Year,Sesamum,22980.7929,28.3795,30.14291667,192.158,16.01316667,200.5,16.5149,68000,7.22,Loamy,Medium,4869
Gujarat,Ahmedabad,Whole Year,Sugarcane,1482.6318,28.3795,30.14291667,192.158,16.01316667,200.5,16.5149,390000,7.64,Black,High,1942
Gujarat,Ahmedabad,Whole Year,Tobacco,2965.2636,28.3795,30.14291667,192.158,16.01316667,200.5,16.5149,21000,7.61,Loamy,High,2779
Gujarat,Ahmedabad,Kharif,Arhar/Tur,8154.4749,29.5464,52.7078,616.692,123.3384,610.5,25.8757,31000,5.826381164,Red,High,4121
Gujarat,Ahmedabad,Kharif,Bajra,92170.2769,29.5464,52.7078,616.692,123.3384,610.5,25.8757,437000,6.36,Black,High,931
Gujarat,Ahmedabad,Kharif,Castor seed,70425.0105,29.5464,52.7078,616.692,123.3384,610.5,25.8757,652000,6.53,Red,High,2474
Gujarat,Ahmedabad,Kharif,Cotton(lint),441824.2764,29.5464,52.7078,616.692,123.3384,610.5,25.8757,2931000,6.42,Black,High,2964
Gujarat,Ahmedabad,Kharif,Groundnut,1729.7371,29.5464,52.7078,616.692,123.3384,610.5,25.8757,9000,6.163921248,Red,High,2555
Gujarat,Ahmedabad,Kharif,Jowar,144309.4952,29.5464,52.7078,616.692,123.3384,610.5,25.8757,482000,7.45,Red,High,1420
Gujarat,Ahmedabad,Kharif,Maize,3212.3689,29.5464,52.7078,616.692,123.3384,610.5,25.8757,22000,5.570290539,Red,High,956
Gujarat,Ahmedabad,Kharif,Moong(Green Gram),5930.5272,29.5464,52.7078,616.692,123.3384,610.5,25.8757,13000,6.72,Loamy,High,7000
Gujarat,Ahmedabad,Kharif,Moth,741.3159,29.5464,52.7078,616.692,123.3384,610.5,25.8757,1000,6.36,Black,High,6000
Gujarat,Ahmedabad,Kharif,Other Cereals & Millets,988.4212,29.5464,52.7078,616.692,123.3384,610.5,25.8757,2000,6.121005506,Red,High,1200
Gujarat,Ahmedabad,Kharif,Other Kharif pulses,1729.7371,29.5464,52.7078,616.692,123.3384,610.5,25.8757,3000,6.700337732,Loamy,High,5500
Gujarat,Ahmedabad,Kharif,Rice,128988.9666,29.5464,52.7078,616.692,123.3384,610.5,25.8757,726000,6.461225827,Red,High,1065
Gujarat,Ahmedabad,Kharif,Sesamum,24463.4247,29.5464,52.7078,616.692,123.3384,610.5,25.8757,59000,6.163921248,Red,High,4869
Gujarat,Ahmedabad,Kharif,Small millets,988.4212,29.5464,52.7078,616.692,123.3384,610.5,25.8757,2000,5.507641778,Red,High,1100
Gujarat,Ahmedabad,Kharif,Urad,3212.3689,29.5464,52.7078,616.692,123.3384,610.5,25.8757,9000,7.156563094,Loamy,High,6500
Gujarat,Ahmedabad,Rabi,Gram,30393.9519,23.2305,10.307,0.285,0.07125,14.9,0.286,65000,5.798423908,Red,Low,1933
Gujarat,Ahmedabad,Rabi,Jowar,6177.6325,23.2305,10.307,0.285,0.07125,14.9,0.286,20000,6.28188384,Red,Low,1420
Gujarat,Ahmedabad,Rabi,Rapeseed &Mustard,15567.6339,23.2305,10.307,0.285,0.07125,14.9,0.286,63000,6.962386495,Loamy,Low,2163
Gujarat,Ahmedabad,Rabi,Wheat,226348.4548,23.2305,10.307,0.285,0.07125,14.9,0.286,1389000,7.641024177,Black,Medium,1341
Gujarat,Ahmedabad,Summer,Bajra,27428.6883,30.55966667,20.046,3.333,1.111,95.1,0.8458,226000,6.8,Loamy,Low,931
Gujarat,Ahmedabad,Summer,Groundnut,988.4212,30.55966667,20.046,3.333,1.111,95.1,0.8458,6000,7.41,Loamy,Medium,2555
Gujarat,Ahmedabad,Whole Year,Banana,247.1053,27.69441667,30.40875,620.31,51.6925,195.8,27.0075,80000,7.205078785,Loamy,High,1000
Gujarat,Ahmedabad,Whole Year,Oilseeds total,113174.2274,27.69441667,30.40875,620.31,51.6925,195.8,27.0075,789000,6.17,Red,Medium,3000
Gujarat,Ahmedabad,Whole Year,Onion,494.2106,27.69441667,30.40875,620.31,51.6925,195.8,27.0075,67000,7.04,Loamy,Medium,1200
Gujarat,Ahmedabad,Whole Year,Potato,7660.2643,27.69441667,30.40875,620.31,51.6925,195.8,27.0075,723000,7.5,Red,Medium,996
Gujarat,Ahmedabad,Whole Year,Pulses total,50162.3759,27.69441667,30.40875,620.31,51.6925,195.8,27.0075,122000,6.17,Red,Medium,5500
Gujarat,Ahmedabad,Whole Year,Sugarcane,1482.6318,27.69441667,30.40875,620.31,51.6925,195.8,27.0075,410000,7.16,Loamy,High,1942
Gujarat,Ahmedabad,Whole Year,Tobacco,1235.5265,27.69441667,30.40875,620.31,51.6925,195.8,27.0075,9000,7.04,Loamy,High,2779
Gujarat,Ahmedabad,Kharif,Arhar/Tur,10872.6332,29.0568,52.646,518.639,103.7278,584.6,21.2042,35000,7.18,Loamy,High,4121
Gujarat,Ahmedabad,Kharif,Bajra,90440.5398,29.0568,52.646,518.639,103.7278,584.6,21.2042,351000,7.042474679,Loamy,High,931
Gujarat,Ahmedabad,Kharif,Castor seed,77838.1695,29.0568,52.646,518.639,103.7278,584.6,21.2042,587000,6.93,Black,High,2474
Gujarat,Ahmedabad,Kharif,Cotton(lint),373376.1083,29.0568,52.646,518.639,103.7278,584.6,21.2042,1827000,7.35,Loamy,High,2964
Gujarat,Ahmedabad,Kharif,Groundnut,2965.2636,29.0568,52.646,518.639,103.7278,584.6,21.2042,4000,7.042474679,Loamy,High,2555
Gujarat,Ahmedabad,Kharif,Jowar,158641.6026,29.0568,52.646,518.639,103.7278,584.6,21.2042,869000,7.35,Loamy,High,1420
Gujarat,Ahmedabad,Kharif,Maize,5930.5272,29.0568,52.646,518.639,103.7278,584.6,21.2042,31000,6.35544263,Red,High,956
Gujarat,Ahmedabad,Kharif,Moong(Green Gram),5930.5272,29.0568,52.646,518.639,103.7278,584.6,21.2042,13000,7.23,Red,High,7000
Gujarat,Ahmedabad,Kharif,Moth,1976.8424,29.0568,52.646,518.639,103.7278,584.6,21.2042,1000,7.62,Red,High,6000
Gujarat,Ahmedabad,Kharif,Other Cereals & Millets,988.4212,29.0568,52.646,518.639,103.7278,584.6,21.2042,1000,6.11,Black,High,1200
Gujarat,Ahmedabad,Kharif,Other Kharif pulses,494.2106,29.0568,52.646,518.639,103.7278,584.6,21.2042,4000,6.83,Black,High,5500
Gujarat,Ahmedabad,Kharif,Rice,185576.0803,29.0568,52.646,518.639,103.7278,584.6,21.2042,789000,6.5,Red,High,1065
Gujarat,Ahmedabad,Kharif,Sesamum,19768.424,29.0568,52.646,518.639,103.7278,584.6,21.2042,38000,7.79,Loamy,High,4869
Gujarat,Ahmedabad,Kharif,Small millets,988.4212,29.0568,52.646,518.639,103.7278,584.6,21.2042,1000,6.376756633,Red,High,1100
Gujarat,Ahmedabad,Kharif,Urad,3459.4742,29.0568,52.646,518.639,103.7278,584.6,21.2042,3000,7.79,Loamy,High,6500
Gujarat,Ahmedabad,Rabi,Gram,28911.3201,22.235,10.66875,1.963,0.49075,11.6,1.1871,45000,6.264202804,Red,Low,1933
Gujarat,Ahmedabad,Rabi,Jowar,6918.9484,22.235,10.66875,1.963,0.49075,11.6,1.1871,25000,6.769855664,Loamy,Low,1420
Gujarat,Ahmedabad,Rabi,Rapeseed &Mustard,20015.5293,22.235,10.66875,1.963,0.49075,11.6,1.1871,77000,5.830892252,Red,Low,2163
Gujarat,Ahmedabad,Rabi,Wheat,207568.452,22.235,10.66875,1.963,0.49075,11.6,1.1871,1148000,6.769855664,Loamy,Medium,1341
Gujarat,Ahmedabad,Summer,Bajra,27181.583,29.82133333,20.01533333,1.812,0.604,79.5,0.9938,234000,6.98,Red,Low,931
Gujarat,Ahmedabad,Summer,Groundnut,988.4212,29.82133333,20.01533333,1.812,0.604,79.5,0.9938,7000,6.9,Black,Medium,2555
Gujarat,Ahmedabad,Whole Year,Banana,247.1053,26.974,30.49591667,522.414,43.5345,204.6,23.3851,88000,6.253408852,Red,High,1000
Gujarat,Ahmedabad,Whole Year,Dry chillies,494.2106,26.974,30.49591667,522.414,43.5345,204.6,23.3851,2000,5.627860549,Red,Medium,7368
Gujarat,Ahmedabad,Whole Year,Potato,6177.6325,26.974,30.49591667,522.414,43.5345,204.6,23.3851,555000,7.99,Red,Medium,996
Gujarat,Ahmedabad,Whole Year,Sugarcane,1482.6318,26.974,30.49591667,522.414,43.5345,204.6,23.3851,390000,7.52,Loamy,High,1942
Gujarat,Ahmedabad,Whole Year,Tobacco,1976.8424,26.974,30.49591667,522.414,43.5345,204.6,23.3851,15000,6.085444691,Red,High,2779
Gujarat,Ahmedabad,Kharif,Arhar/Tur,11366.8438,28.9098,52.79,700,140,573.56,25.2205,15000,6.218571874,Red,High,4121
Gujarat,Ahmedabad,Kharif,Bajra,89699.2239,28.9098,52.79,700,140,573.56,25.2205,284000,7.08,Red,High,931
Gujarat,Ahmedabad,Kharif,Castor seed,74625.8006,28.9098,52.79,700,140,573.56,25.2205,314000,6.469983276,Red,High,2474
Gujarat,Ahmedabad,Kharif,Cotton(lint),415136.904,28.9098,52.79,700,140,573.56,25.2205,928000,7.24,Black,High,2964
Gujarat,Ahmedabad,Kharif,Groundnut,1729.7371,28.9098,52.79,700,140,573.56,25.2205,2000,6.734447425,Loamy,High,2555
Gujarat,Ahmedabad,Kharif,Jowar,23722.1088,28.9098,52.79,700,140,573.56,25.2205,61000,5.764615485,Red,High,1420
Gujarat,Ahmedabad,Kharif,Maize,1235.5265,28.9098,52.79,700,140,573.56,25.2205,4000,7.08,Red,High,956
Gujarat,Ahmedabad,Kharif,Moong(Green Gram),5683.4219,28.9098,52.79,700,140,573.56,25.2205,12000,6.31,Red,High,7000
Gujarat,Ahmedabad,Kharif,Moth,2223.9477,28.9098,52.79,700,140,573.56,25.2205,1000,5.075504537,Red,High,6000
Gujarat,Ahmedabad,Kharif,Other Kharif pulses,988.4212,28.9098,52.79,700,140,573.56,25.2205,1000,6.469983276,Red,High,5500
Gujarat,Ahmedabad,Kharif,Rice,207815.5573,28.9098,52.79,700,140,573.56,25.2205,375000,6.218571874,Red,High,1065
Gujarat,Ahmedabad,Kharif,Sesamum,15814.7392,28.9098,52.79,700,140,573.56,25.2205,10000,6.1,Black,High,4869
Gujarat,Ahmedabad,Kharif,Urad,1976.8424,28.9098,52.79,700,140,573.56,25.2205,2000,7.37,Loamy,High,6500
Gujarat,Ahmedabad,Rabi,Gram,4942.106,22.844,10.679,15.985,3.99625,13.8,2.5536,4000,7,Red,Low,1933
Gujarat,Ahmedabad,Rabi,Jowar,741.3159,22.844,10.679,15.985,3.99625,13.8,2.5536,1000,5.873171894,Red,Low,1420
Gujarat,Ahmedabad,Rabi,Rapeseed &Mustard,2718.1583,22.844,10.679,15.985,3.99625,13.8,2.5536,13000,7.59781958,Black,Low,2163
Gujarat,Ahmedabad,Rabi,Wheat,120340.2811,22.844,10.679,15.985,3.99625,13.8,2.5536,785000,5.683548308,Red,Medium,1341
Gujarat,Ahmedabad,Summer,Bajra,22486.5823,29.48333333,20.097,19.958,6.652666667,86.3,1,206000,6.94,Loamy,Low,931
Gujarat,Ahmedabad,Summer,Groundnut,247.1053,29.48333333,20.097,19.958,6.652666667,86.3,1,2000,6.72,Red,Medium,2555
Gujarat,Ahmedabad,Whole Year,Banana,494.2106,27.03125,30.57975,735.943,61.32858333,210.98,28.7741,80000,5.677282678,Red,High,1000
Gujarat,Ahmedabad,Whole Year,Guar seed,8154.4749,27.03125,30.57975,735.943,61.32858333,210.98,28.7741,7000,6.51,Red,Medium,5000
Gujarat,Ahmedabad,Whole Year,Potato,4942.106,27.03125,30.57975,735.943,61.32858333,210.98,28.7741,412000,6.77,Black,Medium,996
Gujarat,Ahmedabad,Whole Year,Sugarcane,1976.8424,27.03125,30.57975,735.943,61.32858333,210.98,28.7741,590000,7.393631868,Loamy,High,1942
Gujarat,Ahmedabad,Whole Year,Tobacco,2471.053,27.03125,30.57975,735.943,61.32858333,210.98,28.7741,17000,6.485761419,Red,High,2779
Gujarat,Ahmedabad,Kharif,Arhar/Tur,6918.9484,29.2554,52.2492,410.253,82.0506,594.94,18.4251,18000,5.342866119,Red,High,4121
Gujarat,Ahmedabad,Kharif,Bajra,82780.2755,29.2554,52.2492,410.253,82.0506,594.94,18.4251,378000,7.74,Red,High,931
Gujarat,Ahmedabad,Kharif,Castor seed,36818.6897,29.2554,52.2492,410.253,82.0506,594.94,18.4251,168000,7.71,Loamy,High,2474
Gujarat,Ahmedabad,Kharif,Cotton(lint),451214.2778,29.2554,52.2492,410.253,82.0506,594.94,18.4251,1045000,7.52,Red,High,2964
Gujarat,Ahmedabad,Kharif,Groundnut,3212.3689,29.2554,52.2492,410.253,82.0506,594.94,18.4251,18000,6.991242362,Loamy,High,2555
Gujarat,Ahmedabad,Kharif,Maize,3706.5795,29.2554,52.2492,410.253,82.0506,594.94,18.4251,31000,6.890156495,Loamy,High,956
Gujarat,Ahmedabad,Kharif,Moong(Green Gram),6177.6325,29.2554,52.2492,410.253,82.0506,594.94,18.4251,12000,5.985792703,Red,High,7000
Gujarat,Ahmedabad,Kharif,Moth,1976.8424,29.2554,52.2492,410.253,82.0506,594.94,18.4251,3000,6.41,Loamy,High,6000
Gujarat,Ahmedabad,Kharif,Other Kharif pulses,1976.8424,29.2554,52.2492,410.253,82.0506,594.94,18.4251,4000,6.890156495,Loamy,High,5500
Gujarat,Ahmedabad,Kharif,Rice,202626.346,29.2554,52.2492,410.253,82.0506,594.94,18.4251,1443000,7.89,Red,High,1065
Gujarat,Ahmedabad,Kharif,Sesamum,10131.3173,29.2554,52.2492,410.253,82.0506,594.94,18.4251,23000,6.54450214,Loamy,High,4869
Gujarat,Ahmedabad,Kharif,Urad,1976.8424,29.2554,52.2492,410.253,82.0506,594.94,18.4251,5000,6.98,Black,High,6500
Gujarat,Ahmedabad,Rabi,Gram,31382.3731,21.963,10.2595,1.266,0.3165,9.88,0.8224,42000,6.71,Red,Low,1933
Gujarat,Ahmedabad,Rabi,Jowar,247.1053,21.963,10.2595,1.266,0.3165,9.88,0.8224,1000,6.61,Black,Low,1420
Gujarat,Ahmedabad,Rabi,Rapeseed &Mustard,4942.106,21.963,10.2595,1.266,0.3165,9.88,0.8224,19000,5.850439831,Red,Low,2163
Gujarat,Ahmedabad,Rabi,Wheat,200155.293,21.963,10.2595,1.266,0.3165,9.88,0.8224,1035000,6.77,Black,Medium,1341
Gujarat,Ahmedabad,Summer,Bajra,19521.3187,30.10266667,19.60366667,0.379,0.126333333,80,0.3777,166000,6.827812549,Loamy,Low,931
Gujarat,Ahmedabad,Summer,Groundnut,247.1053,30.10266667,19.60366667,0.379,0.126333333,80,0.3777,1000,7.61,Red,Medium,2555
Gujarat,Ahmedabad,Whole Year,Dry chillies,247.1053,27.03641667,30.09125,411.898,34.32483333,206.3,19.6252,1000,7.432768147,Loamy,Medium,7368
Gujarat,Ahmedabad,Whole Year,Guar seed,8648.6855,27.03641667,30.09125,411.898,34.32483333,206.3,19.6252,15000,5.677282678,Red,Medium,5000
Gujarat,Ahmedabad,Whole Year,Onion,247.1053,27.03641667,30.09125,411.898,34.32483333,206.3,19.6252,39000,7.393631868,Loamy,Medium,1200
Gujarat,Ahmedabad,Whole Year,Potato,5189.2113,27.03641667,30.09125,411.898,34.32483333,206.3,19.6252,457000,6.635968698,Loamy,Medium,996
Gujarat,Ahmedabad,Whole Year,Sugarcane,1235.5265,27.03641667,30.09125,411.898,34.32483333,206.3,19.6252,380000,6.770434148,Loamy,High,1942
Gujarat,Ahmedabad,Whole Year,Tobacco,2471.053,27.03641667,30.09125,411.898,34.32483333,206.3,19.6252,18000,6.07,Black,High,2779
Gujarat,Ahmedabad,Kharif,Arhar/Tur,7660.2643,29.3144,51.7322,559.224,111.8448,604.12,23.4193,19000,6.22,Loamy,High,4121
Gujarat,Ahmedabad,Kharif,Bajra,94394.2246,29.3144,51.7322,559.224,111.8448,604.12,23.4193,391000,6.24,Loamy,High,931
Gujarat,Ahmedabad,Kharif,Castor seed,25698.9512,29.3144,51.7322,559.224,111.8448,604.12,23.4193,89000,6.41,Loamy,High,2474
Gujarat,Ahmedabad,Kharif,Cotton(lint),405994.0079,29.3144,51.7322,559.224,111.8448,604.12,23.4193,1134000,6.890156495,Loamy,High,2964
Gujarat,Ahmedabad,Kharif,Groundnut,5189.2113,29.3144,51.7322,559.224,111.8448,604.12,23.4193,11000,6.65,Black,High,2555
Gujarat,Ahmedabad,Kharif,Maize,6671.8431,29.3144,51.7322,559.224,111.8448,604.12,23.4193,46000,6.336426667,Red,High,956
Gujarat,Ahmedabad,Kharif,Moong(Green Gram),5189.2113,29.3144,51.7322,559.224,111.8448,604.12,23.4193,6000,7.14,Red,High,7000
Gujarat,Ahmedabad,Kharif,Moth,1729.7371,29.3144,51.7322,559.224,111.8448,604.12,23.4193,5000,7.36,Black,High,6000
Gujarat,Ahmedabad,Kharif,Other Kharif pulses,11366.8438,29.3144,51.7322,559.224,111.8448,604.12,23.4193,35000,6.421748487,Red,High,5500
Gujarat,Ahmedabad,Kharif,Rice,117375.0175,29.3144,51.7322,559.224,111.8448,604.12,23.4193,393000,6.8,Black,High,1065
Gujarat,Ahmedabad,Kharif,Sesamum,25698.9512,29.3144,51.7322,559.224,111.8448,604.12,23.4193,46000,6.3,Red,High,4869
Gujarat,Ahmedabad,Kharif,Urad,3459.4742,29.3144,51.7322,559.224,111.8448,604.12,23.4193,5000,7.43,Loamy,High,6500
Gujarat,Ahmedabad,Rabi,Gram,29899.7413,21.89225,10.0125,5.7,1.425,11.9,1.2205,41000,5.953933276,Red,Low,1933
Gujarat,Ahmedabad,Rabi,Jowar,494.2106,21.89225,10.0125,5.7,1.425,11.9,1.2205,1000,6.231950009,Red,Low,1420
Gujarat,Ahmedabad,Rabi,Rapeseed &Mustard,5189.2113,21.89225,10.0125,5.7,1.425,11.9,1.2205,21000,6.57,Loamy,Low,2163
Gujarat,Ahmedabad,Rabi,Small millets,247.1053,21.89225,10.0125,5.7,1.425,11.9,1.2205,0,5.953933276,Red,Low,1100
Gujarat,Ahmedabad,Rabi,Wheat,196448.7135,21.89225,10.0125,5.7,1.425,11.9,1.2205,1074000,6.57,Loamy,Medium,1341
Gujarat,Ahmedabad,Summer,Bajra,6671.8431,29.35066667,19.13433333,0.258,0.086,75.6,0.1525,44000,6.232836962,Red,Low,931
Gujarat,Ahmedabad,Summer,Groundnut,247.1053,29.35066667,19.13433333,0.258,0.086,75.6,0.1525,2000,6.61,Loamy,Medium,2555
Gujarat,Ahmedabad,Whole Year,Guar seed,6424.7378,26.84941667,29.67616667,565.182,47.0985,213.56,24.7923,8000,6.88,Loamy,Medium,5000
Gujarat,Ahmedabad,Whole Year,Onion,247.1053,26.84941667,29.67616667,565.182,47.0985,213.56,24.7923,27000,6.551750306,Loamy,Medium,1200
Gujarat,Ahmedabad,Whole Year,Potato,2223.9477,26.84941667,29.67616667,565.182,47.0985,213.56,24.7923,205000,4.750929218,Red,Medium,996
Gujarat,Ahmedabad,Whole Year,Sugarcane,1235.5265,26.84941667,29.67616667,565.182,47.0985,213.56,24.7923,320000,6.53,Loamy,High,1942
Gujarat,Ahmedabad,Whole Year,Tobacco,2471.053,26.84941667,29.67616667,565.182,47.0985,213.56,24.7923,18000,6.463271076,Red,High,2779
Gujarat,Ahmedabad,Kharif,Arhar/Tur,6424.7378,30.0012,51.7322,507.332,101.4664,598.41,22.642,23000,7.56,Loamy,High,4121
Gujarat,Ahmedabad,Kharif,Bajra,72401.8529,30.0012,51.7322,507.332,101.4664,598.41,22.642,312000,6.56,Loamy,High,931
Gujarat,Ahmedabad,Kharif,Castor seed,14085.0021,30.0012,51.7322,507.332,101.4664,598.41,22.642,77000,6.96,Red,High,2474
Gujarat,Ahmedabad,Kharif,Cotton(lint),415136.904,30.0012,51.7322,507.332,101.4664,598.41,22.642,2463000,7.26,Red,High,2964
Gujarat,Ahmedabad,Kharif,Groundnut,247.1053,30.0012,51.7322,507.332,101.4664,598.41,22.642,3000,7.98,Red,High,2555
Gujarat,Ahmedabad,Kharif,Maize,1729.7371,30.0012,51.7322,507.332,101.4664,598.41,22.642,12000,6.96,Red,High,956
Gujarat,Ahmedabad,Kharif,Moong(Green Gram),5683.4219,30.0012,51.7322,507.332,101.4664,598.41,22.642,14000,6.77,Red,High,7000
Gujarat,Ahmedabad,Kharif,Moth,1976.8424,30.0012,51.7322,507.332,101.4664,598.41,22.642,4000,6.112305667,Red,High,6000
Gujarat,Ahmedabad,Kharif,Other Kharif pulses,5683.4219,30.0012,51.7322,507.332,101.4664,598.41,22.642,14000,7.55,Black,High,5500
Gujarat,Ahmedabad,Kharif,Rice,205591.6096,30.0012,51.7322,507.332,101.4664,598.41,22.642,1976000,7.72,Red,High,1065
Gujarat,Ahmedabad,Kharif,Sesamum,37807.1109,30.0012,51.7322,507.332,101.4664,598.41,22.642,80000,4.66910839,Red,High,4869
Gujarat,Ahmedabad,Kharif,Urad,1729.7371,30.0012,51.7322,507.332,101.4664,598.41,22.642,5000,7.89,Black,High,6500
Gujarat,Ahmedabad,Rabi,Gram,44231.8487,23.24425,10.0125,20.653,5.16325,8.56,1.4219,72000,7.782051313,Black,Low,1933
Gujarat,Ahmedabad,Rabi,Rapeseed &Mustard,6177.6325,23.24425,10.0125,20.653,5.16325,8.56,1.4219,34000,6.67,Black,Low,2163
Gujarat,Ahmedabad,Rabi,Wheat,275275.3042,23.24425,10.0125,20.653,5.16325,8.56,1.4219,1826000,6.962386495,Loamy,Medium,1341
Gujarat,Ahmedabad,Summer,Bajra,4942.106,29.851,19.13433333,2.192,0.730666667,89.59,1.1706,49000,6.93,Loamy,Low,931
Gujarat,Ahmedabad,Whole Year,Dry chillies,247.1053,27.71133333,29.67616667,530.177,44.18141667,213.45,25.2345,1000,6.39474303,Red,Medium,7368
Gujarat,Ahmedabad,Whole Year,Guar seed,988.4212,27.71133333,29.67616667,530.177,44.18141667,213.45,25.2345,3000,7.4,Black,Medium,5000
Gujarat,Ahmedabad,Whole Year,Sugarcane,741.3159,27.71133333,29.67616667,530.177,44.18141667,213.45,25.2345,220000,6.68,Red,High,1942
Gujarat,Ahmedabad,Whole Year,Tobacco,2471.053,27.71133333,29.67616667,530.177,44.18141667,213.45,25.2345,18000,7.64,Black,High,2779
Gujarat,Ahmedabad,Kharif,Arhar/Tur,2965.2636,28.798,51.7322,997.363,199.4726,592,30.7081,12000,6.35,Black,High,4121
Gujarat,Ahmedabad,Kharif,Bajra,32617.8996,28.798,51.7322,997.363,199.4726,592,30.7081,157000,6.000248647,Red,High,931
Gujarat,Ahmedabad,Kharif,Castor seed,22486.5823,28.798,51.7322,997.363,199.4726,592,30.7081,141000,6.201797639,Red,High,2474
Gujarat,Ahmedabad,Kharif,Cotton(lint),468264.5435,28.798,51.7322,997.363,199.4726,592,30.7081,3327000,6.51,Red,High,2964
Gujarat,Ahmedabad,Kharif,Groundnut,247.1053,28.798,51.7322,997.363,199.4726,592,30.7081,1000,6.51,Red,High,2555
Gujarat,Ahmedabad,Kharif,Jowar,3459.4742,28.798,51.7322,997.363,199.4726,592,30.7081,13000,7.63,Red,High,1420
Gujarat,Ahmedabad,Kharif,Moong(Green Gram),2718.1583,28.798,51.7322,997.363,199.4726,592,30.7081,5000,7.24,Black,High,7000
Gujarat,Ahmedabad,Kharif,Other Kharif pulses,1976.8424,28.798,51.7322,997.363,199.4726,592,30.7081,5000,6.15,Black,High,5500
Gujarat,Ahmedabad,Kharif,Rice,194966.0817,28.798,51.7322,997.363,199.4726,592,30.7081,1760000,6.95,Loamy,High,1065
Gujarat,Ahmedabad,Kharif,Sesamum,35336.0579,28.798,51.7322,997.363,199.4726,592,30.7081,27000,7.59,Black,High,4869
Gujarat,Ahmedabad,Kharif,Urad,741.3159,28.798,51.7322,997.363,199.4726,592,30.7081,2000,6.599147298,Loamy,High,6500
Gujarat,Ahmedabad,Rabi,Gram,47444.2176,22.306,10.0125,4.671,1.16775,16.6,1.5596,108000,7.49,Loamy,Low,1933
